典拠	東島通商語	日本語直訳	和訳	英訳		
アイル統一机戦書	JO TUDELETI E XEP KIN LETI NOLE CO CELENE CEMOKOIT PI DOKTIT XIJU PI CENE E TUDE NUXEP JO XIJU LETI KIN.	移動が大きい数であるとき、あなたが踏越えをしたいなら、あなたは判定棒を投げ、あなたが動かせるのは判定棒の数より小さい数である。	移動が複数マス移動の時に、踏越えしたい場合は、投げ棒を投げ、その数より少ないマス数移動できる。			
アイル統一机戦書	NIP CEMOKOLETI NOLE	踏越えでないとき	踏越えしない時			
アイル統一机戦書	DELU XELIT 3.	3を見よ。	3.を見よ。			
アイル統一机戦書	3. PANIT KILELETI POLTO	3. 来る場所を決める	3. 終了点を決める			
アイル統一机戦書	KALETI NOLE COLETI ZO E TUDE JO CILETI ZO MOL POTO PI CO LETIT KIJE CILETI ZO PI CILETI ZO E TUDE JO COLETI "KOPZO".	この時、移動先に相手の駒があれば、相手の駒は自分の手駒に加わる。	この時、移動先に相手の駒があれば、相手の駒は自分の手駒に加わる。			
アイル統一机戦書	XON KILELETI	特殊な来訪	特殊な移動			
アイル統一机戦書	JO TANNA	皇水へ	皇水へ			
アイル統一机戦書	CO CELENE E ZO E TUDE JO TANNA PI CO DOKTIT XIJU PI DELU LETIT 3LETI O 4LETI O 5LETI.	あなたが駒をタンナに行かせたいならば、あなたは投げ棒を投げ、3つのオモテか4つのオモテか5つのオモテを得なければならない。	駒を皇水に移動させるとき、投げ棒を投げ、3か4か5が出る必要がある。			
アイル統一机戦書	B. XELIT DUTUCUNLETI DAT MOL O MOLIP		ロ. 新しく増えた役の有無を確認する			
アイル統一机戦書	CO IT P. PI XELIT COLETI KOPZO.		イ.をした後、自分の手駒を確認する。			
アイル統一机戦書	PI DUTUCUNLETI DAT MOL PI DELU XELIT M. JO ET DAT MOLIP PI DELU TUDE ETLETI LATA LETI P.		新しく増えた役があればハ.を、なければイ. を見よ。			
アイル統一机戦書	M. LUKUPIT TAXOT O TUMOK		ハ. 終季か再行を宣言する。			
アイル統一机戦書	CO CELENE LUCUCIT BELPIC PI LUKUPIT "TAXOT" PI CO LETIT KIN CET.		遊戯を終えたければ終季を宣言し、点を得る。			
アイル統一机戦書	PI BELPIC E TUDE JO LAUNCA LETI XOT.		そして遊戯は次の季に移る。			
アイル統一机戦書	JO ET NIP CELENE PI LUKUPIT "TUMOK" PI PANLETI KIN LETI TUDELETI AT KILELETI E TUDE JO MAKLETI PI BELPIC E MAK TUDE.		またしたくなければ再行を宣言し、得点の支払いと受取りを2倍にして遊戯を続行する。			
アイル統一机戦書	LATA MAK-MAK IT P. B. M. JO CO LETI KIN E KIN JO 40 LETI NOLE CO E MOLKAIT. AUCLETI XOT CET LUCUC PI KIN E XEP LATA E MOLKAIT.		競技者はイ. ロ. ハ. を繰り返す。点数が40点にのぼった時、勝利となる。すべての季が終わった際は点数の高い競技者が勝利となる。			
アイル統一机戦書	BELPIC LETI KANTE		棋譜表記			
アイル統一机戦書	CO XELIT KA PI CO CENE TICOTIT KIJE BELPIC LETI TUDELETI.		これを見れば、遊戯の進行を知ることができる。			
アイル統一机戦書	LUCIT LIN LETI LUJOT AT PEMECEPE LUJOT O PAIKE LUJOT.		燐帝字母とペメセペ文字またはパイグ文字を用いる。			
アイル統一机戦書	1. TUDELETI POLTO		1. 開始点			
アイル統一机戦書	DELU KANTEIT TUDELETI POLTO. 如PA, PE, ZO, MAI, KJA.		開始点を書く。例:PA, PE, ZO, MAI, KJA. 			
アイル統一机戦書	JO ET JO KOPZO LETI NOLE DELU KANTEIT DELLETI O LUDECLETI.		手駒からの場合は黒か赤かを書く。			
アイル統一机戦書	2. TUDELETI ZO	2. 移動する駒	2. 駒			
アイル統一机戦書	DELU KANTEIT TUDELETI ZO 如兵, 弓, 将, 皇, 王.		移動する駒を書く。例:兵, 弓, 将, 皇, 王.			
アイル統一机戦書	3. CEMOKOIT LETI POLTO		3. 経由点			
アイル統一机戦書	DELU KANTEIT CEMOKOIT LETI POLTO. 如PA, PE, ZO, MAI, KJA.		経由点を書く。例:PA, PE, ZO, MAI, KJA. 			
アイル統一机戦書	PI JO XON NOLE TAN E TUDE LETI NOLE DELU KANTEIT PANKALETI CEMOKOIT LETI POLTO.		例外として、皇の移動の際は踏越えた場所のみを書く。			
アイル統一机戦書	4. KILELETI POLTO		4. 終了点			
アイル統一机戦書	DELU KANTEIT KILELETI POLTO. 如PA, PE, ZO, MAI, KJA.		終了点を書く。例:PA, PE, ZO, MAI, KJA.			
アイル統一机戦書	5. DOKTIT XIJU LETI KIN		5. 投げ棒の数			
アイル統一机戦書	DELU KANTEIT DOKTIT XIJU LETI KIN.		投げ棒の数を書く。			
アイル統一机戦書	如無, 一, 二, 三, 四, 五.		例:0, 1, 2, 3, 4, 5.			
アイル統一机戦書記譜例	CI E LAUNZA. NUXEP LUJOT MOLIPLETI E PANKALETI.		記譜例　小さい文字はなくても良い。			
アイル統一机戦書記譜例	赤LT端EKUWA		赤端EKUWA			
アイル統一机戦書記譜例	KANTEIT LATA PI PANIT XELIT BELPIC LETI KANTE LETI CUL.		人を書き、棋譜を見る方法を定める。			
アイル統一机戦書記譜例	JO KALETI NOLE KUWA LETIT LUDECLETI CAUPLA.		この場合、KUWAが赤い王を持つということ。			
アイル統一机戦書記譜例	春		春			
アイル統一机戦書記譜例	XOT E PAC IT. JO KALETI NOLE KA E 1LETI XOT.		季節の始まり。この場合、これは最初の季節である。			
アイル統一机戦書記譜例	上EJAK  下EKUWA		上EJAK  下EKUWA			
アイル統一机戦書記譜例	KAME LATA E PANLETI PI KAME LATA E ETLETI? KANTEIT KA. JO KALETI NOLE JAK IT PI KUWA IT PI MAK-MAK.		誰が先手で、誰が後手か。これを書く。このときはJAKが動かし、KUWAが動かすことを繰り返す。			
アイル統一机戦書記譜例	XAU虎ZAIXJU		XAU虎ZAIXJU			
アイル統一机戦書記譜例	ZO LETI TUDELETI. JO KALETI NOLE XAU LETI CUCIT CEMOKOIT JO ZAI PI E KILE JO XJU.		駒の移動。この場合、XAUの虎をZAIを経由してXJUに移動した。			
アイル統一机戦書記譜例	TE虎NITU		TE虎NITU			
アイル統一机戦書記譜例	TE LETI CUCIT CEMOKOIT JO NI PI E KILE JO TU.		TEの虎をNIを経由してTUに移動した。			
アイル統一机戦書記譜例	NAI兵NJU		NAI兵NJU			
アイル統一机戦書記譜例	NAI LETI ELME E KILE JO NJU.		NAIの虎NJUに移動した。			
アイル統一机戦書記譜例	TI兵TUNU		TI兵TUNU			
アイル統一机戦書記譜例	TI LETI ELME CEMOKOIT JO TU PI E KILE NU.		TIの兵をTUを経由してNUに移動した。			
アイル統一机戦書記譜例	LE弓NE		LE弓NE			
アイル統一机戦書記譜例	LE LETI KUCTU E KILE JO NE.		LEの弓をNEに移動した。			
アイル統一机戦書記譜例	XJA将ZAU		XJA将ZAU			
アイル統一机戦書記譜例	XJA LETI XAN E KILE JO ZAU.		XJAの将をZAUに移動した。			
アイル統一机戦書記譜例	KE巫LE		KE巫LE			
アイル統一机戦書記譜例	KE LETI TANCUK E KILE JO LE.		KEの巫をLEに移動した。			
アイル統一机戦書記譜例	NI兵NUNO無		NI兵NUNO無			
アイル統一机戦書記譜例	NI LETI ELME CEMOKOIT JO NU PI E KILE JO NO. JO KALETI NOLE XIJU E OLETI.		NIの兵をNUを経由してNOに移動して入水しようとしたが失敗した。			
アイル統一机戦書記譜例	LAU弓LAILJU二		LAU弓LAILJU二			
アイル統一机戦書記譜例	LAU LETI KUCTU CEMOKOIT JO LAI PI E KILE JO LJU. JO KALETI NOLE XIJU E 2LETI.		LAUの弓をLAIを経由してLJUに移動した。投げ棒の出目は二だった。			
アイル統一机戦書記譜例	NI兵LILU		NI兵LILU			
アイル統一机戦書記譜例	NI LETI ELME CEMOKOIT JO LI PI E KILE JO LU.		NIの兵をLIを経由してLUに移動した。			
アイル統一机戦書記譜例	MAU弓TAUNAU三		MAU弓TAUNAU三			
アイル統一机戦書記譜例	MAU LETI KUCTU CEMOKOIT JO TAU PI E KILE JO NAU. JO KALETI NOLE XIJU E 3LETI.		MAUの弓をTAUを経由してNAUに移動した。投げ棒の出目は三だった。			
アイル統一机戦書記譜例	TA将NENI		TA将NENI			
アイル統一机戦書記譜例	TA LETI XAN CEMOKOIT JO NE PI E KILE JO NI.		TAの将をNEを経由してNIに移動した。			
アイル統一机戦書記譜例	NJU兵NO		NJU兵NO			
アイル統一机戦書記譜例	NJU LETI ELME E KILE JO NO.		NJUの兵をNOに移動した。			
アイル統一机戦書記譜例	ZO皇TOTUZI		ZO皇TOTUZI			
アイル統一机戦書記譜例	ZO LETI TAN CEMOKOIT JO TO PI E KILE JO ZI.		ZOの皇をTO、TUを経由してZIに移動した。			
アイル統一机戦書記譜例	NO将NUNI		NO将NUNI			
アイル統一机戦書記譜例	NO LETI XAN CEMOKOIT JO NU PI E KILE JO NI.		NOの将をNUを経由してNIに移動した。			
アイル統一机戦書記譜例	NA車NI		NA車NI			
アイル統一机戦書記譜例	NA LETI XIJE E KILE JO NI.		NAの車をNIに移動した。			
アイル統一机戦書記譜例	黒将ZO		黒将ZO			
アイル統一机戦書記譜例	KOPZO LETI DELLETI XAN KIJE JO ZO.		手駒の黒の将を手駒からZOに移動した。			
アイル統一机戦書記譜例	ME弓MIMO		ME弓MIMO			
アイル統一机戦書記譜例	ME LETI KUCTU CEMOKOIT JO MI PI E KILE JO MO.		MEの弓をMIを経由しMOに移動した。			
アイル統一机戦書記譜例	XU虎ZOTU		XU虎ZOTU			
アイル統一机戦書記譜例	XU LETI CUCIT CEMOKOIT JO ZO PI E KILE JO TU.		XUの虎をZOを経由してTUに移動した。			
アイル統一机戦書記譜例	MO弓MAIPJA		MO弓MAIPJA			
アイル統一机戦書記譜例	MO LETI KUCTU CEMOKOIT JO MAI PI E KILE JO PJA.		MOの弓をMAIを経由してPJAに移動した。			
アイル統一机戦書記譜例	PJA筆MIA		PJA筆MJA			
アイル統一机戦書記譜例	PJA LETI KUWA E KILE JO MIA.		PJAの筆をMJAに移動した。			
アイル統一机戦書記譜例	ZU皇NJU		ZU皇TONJU			
アイル統一机戦書記譜例	ZU LETI TAN E KILE JO NJU.		ZUの皇をTOを経由してNJUに移動した。			
アイル統一机戦書記譜例	LAI兵NAINO無		LAI兵NAINO無			
アイル統一机戦書記譜例	LAI LETI ELME CEMOKOIT JO NAI PI E KILE JO NO. JO KALETI NOLE XIJU E 0LETI.		LAIの兵をNAIを経由してNOに移動しようとしたが、失敗した。			
アイル統一机戦書記譜例	LE巫NETE		LE巫NETE			
アイル統一机戦書記譜例	LE LETI TANCUK CEMOKOIT JO NE PI E KILE JO TE.		LEの巫をNEを経由してTEに移動した。			
アイル統一机戦書記譜例	NY皇TAIZAUXAU		NJU皇TAIZAUXAU			
アイル統一机戦書記譜例	NY LETI TAN CEMOKOIT JO TAI PI E KILE JO XAU.		NJUの皇をTAI、ZAUを経由してXAUに移動した。			
アイル統一机戦書記譜例	LA馬LI		LA馬LI			
アイル統一机戦書記譜例	LA LETI TAN E KILE JO LI.		LAの馬をLIに移動した。			
アイル統一机戦書記譜例	XAU皇CAIMIAPIA		XAU皇CAIMJAPJA			
アイル統一机戦書記譜例	XAU LETI TAN CEMOKOIT JO CAI PI E KILE JO PIA.		XAUの皇CAI、MJAを経由してPJAに移動した。			
アイル統一机戦書記譜例	LU兵LO		LU兵LO			
アイル統一机戦書記譜例	LU LETI ELME E KILE JO LO.		LUの兵をLOに移動した。			
アイル統一机戦書記譜例	PAU巫TI		PAU巫TI			
アイル統一机戦書記譜例	PAU LETI TANCUK E KILE JO TI.		PAUの巫を経由してTIに移動した。			
アイル統一机戦書記譜例	JAK為IT獣		JAK為IT獣			
アイル統一机戦書記譜例	DELU KANTEIT DUTUCUNLETI DAT. JO KALETI NOLE JAK LETIT CUCIT DODO.		新しくできた役を書く。ここでは、JAKが「獣」を作った。			
アイル統一机戦書記譜例	再行		再行			
アイル統一机戦書記譜例	DELU KANTEIT LUKUPLETI JULO. JO KALETI NOLE JAK LUKUPIT TUMOK.		宣言を書く。ここでは、JAKが再行を言った。			
アイル統一机戦書記譜例	TE巫TI		TE巫TI			
アイル統一机戦書記譜例	TE LETI TANCUK E KILE JO TI.		TEの巫をTIに移動した。			
アイル統一机戦書記譜例	ZAI船ZOZI		ZAI船ZOZI			
